id,issuer,ticker,yf_ticker,isin,asset_class,sector,exchange,exchange_code,country,url
1463,ABB Ltd,ABBNY,ABBNY,None,STOCK,,PNK,PNK,Switzerland,https://finance.yahoo.com/quote/ABBNY
1465,Saniona AB,30S.F,30S.F,None,STOCK,,FRA,FRA,Denmark,https://finance.yahoo.com/quote/30S.F
1466,LSTH Svenska Handelsfastigheter AB,ABBV,ABBV,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/ABBV
1467,Etteplan Oyj,EPL.F,EPL.F,None,STOCK,,FRA,FRA,Finland,https://finance.yahoo.com/quote/EPL.F
1468,Gränges,0P00011Q6T.F,0P00011Q6T.F,None,STOCK,,FRA,FRA,None,https://finance.yahoo.com/quote/0P00011Q6T.F
1469,H. Lundbeck A/S,HLUN-B.CO,HLUN-B.CO,None,STOCK,,CPH,CPH,Denmark,https://finance.yahoo.com/quote/HLUN-B.CO
1470,Kungsleden AB,ABBV,ABBV,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/ABBV
1471,Castellum AB,TEX.HA,TEX.HA,None,STOCK,,HAN,HAN,None,https://finance.yahoo.com/quote/TEX.HA
1472,AddLife AB,1AD1.F,1AD1.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/1AD1.F
1473,Luster Sparebank,LBR=F,LBR=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/LBR=F
1474,Sparebanken Øst,NTWOU,NTWOU,None,STOCK,,NGM,NGM,None,https://finance.yahoo.com/quote/NTWOU
1475,Skagerrak Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1476,JBF Sparebank,JBSAY,JBSAY,None,STOCK,,OQX,OQX,Brazil,https://finance.yahoo.com/quote/JBSAY
1477,Landkreditt Boligkreditt AS,ASN=F,ASN=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/ASN=F
1478,Haltdalen Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1479,Drangedal Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1480,Arendal Kommune,0P0000HXBS.IR,0P0000HXBS.IR,None,STOCK,,FRA,FRA,None,https://finance.yahoo.com/quote/0P0000HXBS.IR
1481,Storebrand Livsforsikring AS,ASN=F,ASN=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/ASN=F
1482,Tolga-Os Sparebank,OSK,OSK,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/OSK
1483,EIDSVOLL KOMMUN,0P0000HXBS.IR,0P0000HXBS.IR,None,STOCK,,FRA,FRA,None,https://finance.yahoo.com/quote/0P0000HXBS.IR
1484,Hafslund AS,ASN=F,ASN=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/ASN=F
1485,Frogn kommune,FRO,FRO,None,STOCK,,NYQ,NYQ,Cyprus,https://finance.yahoo.com/quote/FRO
1486,NP3 Fastigheter AB,0R43.L,0R43.L,None,STOCK,,LSE,LSE,Sweden,https://finance.yahoo.com/quote/0R43.L
1487,Bakkegruppen AS 21/25 FRN FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
1488,SEQUA PETROLEUM NV,MLSEQ.PA,MLSEQ.PA,None,STOCK,,PAR,PAR,United Kingdom,https://finance.yahoo.com/quote/MLSEQ.PA
1489,Storent Holding,NTWOU,NTWOU,None,STOCK,,NGM,NGM,None,https://finance.yahoo.com/quote/NTWOU
1490,Stadsbygd Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1491,WEBSTEP,5ZF.F,5ZF.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/5ZF.F
1492,Eika Gruppen AS,ASN=F,ASN=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/ASN=F
1493,KKO INTERNATIONAL,ALKKO.PA,ALKKO.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALKKO.PA
1494,Totens Sparebank Boligkreditt,WTW,WTW,None,STOCK,,NMS,NMS,United Kingdom,https://finance.yahoo.com/quote/WTW
1495,Investeringsforeningen Maj Invest,SB=F,SB=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/SB=F
1496,ENCRES DUBUIT,ALDUB.PA,ALDUB.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALDUB.PA
1497,GROUPE JAJ,GJAJ.PA,GJAJ.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/GJAJ.PA
1499,Embracer Group AB,EMBRAC-B.ST,EMBRAC-B.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/EMBRAC-B.ST
1500,LOTUS BAKERIES,LOTBY,LOTBY,None,STOCK,,PNK,PNK,None,https://finance.yahoo.com/quote/LOTBY
1501,SAPMER,ALMER.PA,ALMER.PA,None,STOCK,,PAR,PAR,Reunion,https://finance.yahoo.com/quote/ALMER.PA
1502,ACTEOS,EOS.PA,EOS.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/EOS.PA
1503,CRCAM LANGUED CCI,CRLA.PA,CRLA.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/CRLA.PA
1504,BROADPEAK,J73.SG,J73.SG,None,STOCK,,STU,STU,France,https://finance.yahoo.com/quote/J73.SG
1505,COIL,EHR=F,EHR=F,None,STOCK,,CMX,CMX,None,https://finance.yahoo.com/quote/EHR=F
1464,Gubra A/S,GUBRA.CO,GUBRA.CO,None,equity,,nasdaq_nordics,CPH,DK,https://finance.yahoo.com/quote/GUBRA.CO/
1506,SERGEFERRARI GROUP,SFK.F,SFK.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/SFK.F
1507,IMMERSION,IMMR,IMMR,None,STOCK,,NMS,NMS,United States,https://finance.yahoo.com/quote/IMMR
1508,CIBOX INTER A CTIV,1YH.F,1YH.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/1YH.F
1509,GUILLEMOT,GUI.PA,GUI.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/GUI.PA
1510,BNP PARIBAS,BNP.PA,BNP.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/BNP.PA
1511,NEOLIFE,8JB.F,8JB.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/8JB.F
1512,SAMSE,SAMS.PA,SAMS.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/SAMS.PA
1558,Metso Oyj ,METSO.HE,METSO.HE,,equity,,Nasdaq Helsinki,HEL,Finland,https://finance.yahoo.com/quote/METSO.HE/
1514,KALRAY,3FS.F,3FS.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/3FS.F
1515,PROACTIS SA,PROAC.PA,PROAC.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/PROAC.PA
1516,CAMBODGE NOM.,CBDG.PA,CBDG.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/CBDG.PA
1517,WITBE,2B2.MU,2B2.MU,None,STOCK,,MUN,MUN,None,https://finance.yahoo.com/quote/2B2.MU
1518,MALTERIES FCO-BEL.,MALT.PA,MALT.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/MALT.PA
1519,I.CERAM,ALICR.PA,ALICR.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALICR.PA
1521,AIRTHINGS,64J.MU,64J.MU,None,STOCK,,MUN,MUN,Norway,https://finance.yahoo.com/quote/64J.MU
1522,FORFARMERS,FFARM.AS,FFARM.AS,None,STOCK,,AMS,AMS,Netherlands,https://finance.yahoo.com/quote/FFARM.AS
1523,STAINLESS TANKERS ASA,ZC0.F,ZC0.F,None,STOCK,,FRA,FRA,None,https://finance.yahoo.com/quote/ZC0.F
1524,SPAREBANK 1 HELGELAND,Z1D.SG,Z1D.SG,None,STOCK,,STU,STU,Norway,https://finance.yahoo.com/quote/Z1D.SG
1525,Sparebanken Øst Boligkreditt,NTWOU,NTWOU,None,STOCK,,NGM,NGM,None,https://finance.yahoo.com/quote/NTWOU
1526,Sparbanken Västra Mälardalen,VGL.XA,VGL.XA,None,STOCK,,CXA,CXA,New Zealand,https://finance.yahoo.com/quote/VGL.XA
1527,Nivika Fastigheter AB,Y5R.F,Y5R.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/Y5R.F
1528,Fastighets AB Balder,BALDBS.XC,BALDBS.XC,None,STOCK,,CXE,CXE,Sweden,https://finance.yahoo.com/quote/BALDBS.XC
1529,Peab AB,0MHT.IL,0MHT.IL,None,STOCK,,IOB,IOB,Sweden,https://finance.yahoo.com/quote/0MHT.IL
1530,Fredrikstad Energi AS,FEAS12-PRO.OL,FEAS12-PRO.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/FEAS12-PRO.OL
1531,Å Energi AS,J4V0.F,J4V0.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/J4V0.F
1532,ODFJELL TECHNOLOGY LTD,0ABV.L,0ABV.L,None,STOCK,,LSE,LSE,United Kingdom,https://finance.yahoo.com/quote/0ABV.L
1533,AURES TECHNOLOGIES S.A.,ALAUR.PA,ALAUR.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALAUR.PA
1534,TEKNA HOLDING ASA,8VB.F,8VB.F,None,STOCK,,FRA,FRA,Canada,https://finance.yahoo.com/quote/8VB.F
1535,Intea Fastigheter AB (publ),GF=F,GF=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/GF=F
1536,Kreate Group Oyj,16T.F,16T.F,None,STOCK,,FRA,FRA,Finland,https://finance.yahoo.com/quote/16T.F
1537,EUROCASTLE INVESTM,1V9.SG,1V9.SG,None,STOCK,,STU,STU,Guernsey,https://finance.yahoo.com/quote/1V9.SG
1538,Skjern Bank A/S,0G19.L,0G19.L,None,STOCK,,LSE,LSE,Denmark,https://finance.yahoo.com/quote/0G19.L
1539,Avida Finans AB,BZ=F,BZ=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/BZ=F
1540,Lillesands Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1541,SpareBank 1 Ringerike Hadeland,RING.OL,RING.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/RING.OL
1542,Ortivus AB,ORTI-B.ST,ORTI-B.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/ORTI-B.ST
1543,PROSAFE,1Q6.F,1Q6.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/1Q6.F
1545,Trøgstad Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1546,Storebrand Bank ASA,STORB73-PRO.OL,STORB73-PRO.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/STORB73-PRO.OL
1547,Flekkefjord Sparebank,FFSB.OL,FFSB.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/FFSB.OL
1548,SuperOffice Group AS 20/25 FRN FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
1549,Royal Bank of Canada,RY.TO,RY.TO,None,STOCK,,TOR,TOR,Canada,https://finance.yahoo.com/quote/RY.TO
1551,MONCEY (FIN.) NOM.,FMONC.PA,FMONC.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/FMONC.PA
1552,Chordate Medical Holding AB,CMH.ST,CMH.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/CMH.ST
1553,AQUILA HOLDINGS ASA,S5B.F,S5B.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/S5B.F
1554,CLOUDBERRY CLEAN ENERGY ASA,CLOUDO.OL,CLOUDO.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/CLOUDO.OL
1555,OCEAN SUN,OSUN.OL,OSUN.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/OSUN.OL
1556,Argeo ASA,ARGEO.OL,ARGEO.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/ARGEO.OL
1557,Axfood AB,AXFOY,AXFOY,None,STOCK,,PNK,PNK,Sweden,https://finance.yahoo.com/quote/AXFOY
1559,TradeDoubler AB,T1D.F,T1D.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/T1D.F
1560,Oneflow AB,L58.MU,L58.MU,None,STOCK,,MUN,MUN,None,https://finance.yahoo.com/quote/L58.MU
1520,"Cofina, SGPS, S.A.",CFN.LS,CFN.LS,,equity,,Euronext Lisbon,LIS,Portugal,https://finance.yahoo.com/quote/CFN.LS
1544,Lyse AS,LYSE19-PRO.OL,LYSE19-PRO.OL,,equity,,Oslo Børs,OSL,Norway,https://finance.yahoo.com/quote/LYSE19-PRO.OL/
1562,Fortaco Group Holdco Oyj,DJT,DJT,None,STOCK,,NGM,NGM,United States,https://finance.yahoo.com/quote/DJT
1563,NextCell Pharma AB,65G.F,65G.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/65G.F
1564,Atlas Copco AB,ATLC,ATLC,None,STOCK,,NMS,NMS,United States,https://finance.yahoo.com/quote/ATLC
1565,Scandion Oncology A/S,SCOL.ST,SCOL.ST,None,STOCK,,STO,STO,Denmark,https://finance.yahoo.com/quote/SCOL.ST
1566,Cinclus Pharma Holding AB,CINPHA.ST,CINPHA.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/CINPHA.ST
1561,Aiforia Technologies Oyj,AIFORIA.HE,AIFORIA.HE,,equity,,Nasdaq Helsinki,HEL,Sweden,https://finance.yahoo.com/quote/AIFORIA.HE/
1570,Terranet AB,TE5.F,TE5.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/TE5.F
1571,KMC Properties ASA,6V4.SG,6V4.SG,None,STOCK,,STU,STU,Norway,https://finance.yahoo.com/quote/6V4.SG
1572,SARTORIUS STEDIM BIOTECH,56S1.MU,56S1.MU,None,STOCK,,MUN,MUN,None,https://finance.yahoo.com/quote/56S1.MU
1573,Boozt AB,BOOZTC.XD,BOOZTC.XD,None,STOCK,,DXE,DXE,None,https://finance.yahoo.com/quote/BOOZTC.XD
1574,Novonesis (Novozymes A/S),NSIS-B.CO,NSIS-B.CO,None,STOCK,,CPH,CPH,Denmark,https://finance.yahoo.com/quote/NSIS-B.CO
1575,Nanoform Finland Oyj,4YL.F,4YL.F,None,STOCK,,FRA,FRA,Finland,https://finance.yahoo.com/quote/4YL.F
1576,Hedin Mobility Group AB (publ),DJT,DJT,None,STOCK,,NGM,NGM,United States,https://finance.yahoo.com/quote/DJT
1578,Goodbye Kansas Group AB,GBK.ST,GBK.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/GBK.ST
1579,KH Group Plc,KHG.HE,KHG.HE,None,STOCK,,HEL,HEL,Finland,https://finance.yahoo.com/quote/KHG.HE
1580,BI Boligejendomme A/S,BIABED.CO,BIABED.CO,None,STOCK,,CPH,CPH,None,https://finance.yahoo.com/quote/BIABED.CO
1581,Statkraft AS,ECD=F,ECD=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/ECD=F
1582,Fragbite Group AB,FRAG.ST,FRAG.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/FRAG.ST
1583,NCC AB,NCGB.F,NCGB.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/NCGB.F
1584,BioGaia AB,BGLA.SG,BGLA.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/BGLA.SG
1585,Qliro AB,QLIRO.ST,QLIRO.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/QLIRO.ST
1586,Raketech Group Holding plc,RAKE.ST,RAKE.ST,None,STOCK,,STO,STO,Malta,https://finance.yahoo.com/quote/RAKE.ST
1587,Haypp Group AB,8QG0.F,8QG0.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/8QG0.F
1588,Haypp Group AB,HAYPP.ST,HAYPP.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/HAYPP.ST/
1589,Bionomics Limited ,BNOX,BNOX,,equity,biotech,nasdaq_us,NASDAQ,US,https://finance.yahoo.com/quote/BNOX/
1590,Genmab A/S,GMAB.CO,GMAB.CO,,equity,,,,,https://finance.yahoo.com/quote/GMAB.CO/
1591,Genmab A/S,GMAB.CO,GMAB.CO,,,,CPH,,Denmark,https://finance.yahoo.com/quote/GMAB.CO/
1592,Genmab A/S,GMAB.CO,GMAB.CO,,,,,,,https://finance.yahoo.com/quote/GMAB.CO/
1594,Bionomics Limited ,BNOX,BNOX,,equity,biotech,nasdaq_us,NASDAQ,US,https://finance.yahoo.com/quote/BNOX/
1595,Bionomics Limited ,BNOX,BNOX,,equity,biotech,nasdaq_us,,US,https://finance.yahoo.com/quote/BNOX/
1596,Bionomics Limited ,BNOX,BNOX,,equity,biotech,nasdaq_us,,US,https://finance.yahoo.com/quote/BNOX/
313,Renovaro,RENB,RENB,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RENB:NASDAQ
1597,Renovaro ,RENB,RENB,,equity,,Nasdaq US,NASDAQ,US,https://finance.yahoo.com/quote/RENB/
946,NNIT A/S,NNIT.CO,NNIT.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/NNIT.CO/
1598,Ambea AB ,AMBEA.ST,AMBEA.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/AMBEA.ST/
1599,North Media A/S,NORTHM.CO,NORTHM.CO,,equity,,nasdaq_nordics,CPH,DK,https://finance.yahoo.com/quote/NORTHM.CO/
1600,Robit Oyj ,ROBIT.HE,ROBIT.HE,,equity,,HEL,XHEL,Finland,https://finance.yahoo.com/quote/ROBIT.HE/
1601,Fondia Oyj,FONDIA.HE,FONDIA.HE,,equity,,HEL,XHEL,Finland,https://finance.yahoo.com/quote/FONDIA.HE/
1602,Tamtron Group Oyj,TAMTRON.HE,TAMTRON.HE,,equity,,Nasdaq Helsinki,XHEL,Finland,https://finance.yahoo.com/quote/TAMTRON.HE/
1603,Synsam AB,SYNSAM.ST,SYNSAM.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/SYNSAM.ST/
1604,Scandinavian Real Heart AB,HEART.ST,HEART.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/HEART.ST/
1605,Columbus A/S,COLUM.CO,COLUM.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/COLUM.CO/
1606,Diamyd Medical AB,DMYD-B.ST,DMYD-B.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/DMYD-B.ST/
1607,Prisma Properties AB,PRISMA.ST,PRISMA.ST,,equity,,Nasdaq Stockholm,XSTO,Sweden,https://finance.yahoo.com/quote/PRISMA.ST/
1608,MaaT Pharma SA,MAAT.PA,MAAT.PA,,equity,,PAR,,France,https://finance.yahoo.com/quote/MAAT.PA/
1610,Stora Enso Oyj,STERV.HE,STERV.HE,,equity,,Nasdaq Helsinki,XHEL,FI,https://finance.yahoo.com/quote/STERV.HE/
1611,Arctic Minerals AB,ARCT.ST,ARCT.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ARCT.ST/
1612,Lindex Group Oyj,LINDEX.HE,LINDEX.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/LINDEX.HE/
1613,Viva Wine Group AB,VIVA.ST,VIVA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/VIVA.ST/
1593,Ambea AB,AMBEA.ST,AMBEA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/AMBEA.ST/
1569,Acarix AB,ACARIX.ST,ACARIX.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ACARIX.ST/
1609,Sodexo,SW.PA,SW.PA,,equity,,Euronext Growth Paris,PAR,France,https://finance.yahoo.com/quote/SW.PA/
1567,Nexstim Oyj,NXTMH.HE,NXTMH.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/NXTMH.HE/
1614,Enea AB,ENEA.ST,ENEA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ENEA.ST/
115,Enea AB,ENEA.ST,ENEA.ST,SE0009697220,equity,,Nasdaq Stockholm,XSTO,SE,https://www.nasdaqomxnordic.com/aktier/microsite?Instrument=SSE1149&name=Enea&ISIN=SE0009697220
1615,Clinical Laserthermia Systems AB,CLS-B.ST,CLS-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/CLS-B.ST/
1616,SkiStar AB,SKIS-B.ST,SKIS-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/SKIS-B.ST/
1617,Incap Oyj	,ICP1V.HE,ICP1V.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/ICP1V.HE/
1618,Ratos AB,RATO-B.ST,RATO-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/RATO-B.ST/
1619,Nanexa AB,NANEXA.ST,NANEXA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/NANEXA.ST/
1620,Gruvaktiebolaget Viscaria,VISC.ST,VISC.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/VISC.ST/
1621,Diamyd Medical AB ,DMYD-B.ST,DMYD-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/DMYD-B.ST/
1622,Merko Ehitus,MRK1T.TL,MRK1T.TL,,equity,,nasdaq_nordics,TAL,EE,https://finance.yahoo.com/quote/MRK1T.TL/
1623,Nightingale Health Oyj,HEALTH.HE,HEALTH.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/HEALTH.HE/
1624,Atlas Copco AB,ATCO-A.ST,ATCO-A.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ATCO-A.ST/
1625,Hove A/S,HOVE.CO,HOVE.CO,,equity,,nasdaq_nordics,CPH,DK,https://finance.yahoo.com/quote/HOVE.CO/
1626,OptiCept Technologies AB,OPTI.ST,OPTI.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/OPTI.ST/
1627,Roblon A/S,RBLN-B.CO,RBLN-B.CO,,equity,,nasdaq_nordics,CPH,DK,https://finance.yahoo.com/quote/RBLN-B.CO/
1628,OXE Marine AB,OXE.ST,OXE.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/OXE.ST/
1498,Betsson AB,BETS-B.ST,BETS-B.ST,None,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/BETS-B.ST/
1629,Maximum Entertainment AB	,MAXENT-B.ST,MAXENT-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/MAXENT-B.ST/
1630,WindowMaster International A/S,WMA.CO,WMA.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/WMA.CO/
1631,AcouSort AB,ACOU.ST,ACOU.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ACOU.ST/
1632,Eolus Vind AB ,EOLU-B.ST,EOLU-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/EOLU-B.ST/
1633,Lindex Group Oyj ,LINDEX.HE,LINDEX.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/LINDEX.HE/
1634,Acarix AB ,ACARIX.ST,ACARIX.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ACARIX.ST/
1635,Suominen Oyj,SUY1V.HE,SUY1V.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/SUY1V.HE/
1636,Investment AB Latour,LATO-B.ST,LATO-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/LATO-B.ST/
1568,Medivir AB,MVIR.ST,MVIR.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/MVIR.ST/
1637,Cell Impact AB,CI.ST,CI.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/CI.ST/
1638,FlexQube AB,FLEXQ.ST,FLEXQ.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/FLEXQ.ST/
1639,FlexQube AB,FLEXQ.ST,FLEXQ.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/FLEXQ.ST/
1640,Oneflow AB	,ONEF.ST,ONEF.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ONEF.ST/
1641,Skanska AB,SKA-B.ST,SKA-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/SKA-B.ST/
1642,Securitas AB,SECU-B.ST,SECU-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/SECU-B.ST/
1643,G5 Entertainment AB,G5EN.ST,G5EN.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/G5EN.ST/
1644,Marimekko Oyj	,MEKKO.HE,MEKKO.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/MEKKO.HE/
1645,EQL Pharma AB,EQL.ST,EQL.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/EQL.ST/
1646,Neola Medical AB,NEOLA.ST,NEOLA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/NEOLA.ST/
1647,Aktia Pankki Oyj,AKTIA.HE,AKTIA.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/AKTIA.HE/
1649,Dug Foodtech AB,DUG.ST,DUG.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/DUG.ST/
1650,Editas Medicine,EDIT,EDIT,,equity,,Nasdaq US,NMS,US,https://finance.yahoo.com/quote/EDIT/
1651,ARS Pharmaceuticals,SPRY,SPRY,,equity,,Nasdaq US,NMS,US,https://finance.yahoo.com/quote/SPRY/
1652,ViroGates A/S,VIRO.CO,VIRO.CO,,equity,,nasdaq_nordics,CPH,DK,https://finance.yahoo.com/quote/VIRO.CO/
1653,Q-linea AB,QLINEA.ST,QLINEA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/QLINEA.ST/
1654,SSH Communications Security Oyj,SSH1V.HE,SSH1V.HE,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/SSH1V.HE/
